source target weight
"black heart" sparkles 14
"black heart" "sparkling heart" 5
"black heart" star-struck 4
"black heart" sunflower 3
"black heart" syringe 1
"black heart" "thinking face" 1
"black heart" "thumbs up light skin tone" 1
"black heart" "two hearts" 3
"black heart" "upside-down face" 1
"black heart" "wavy dash" 1
"black heart" "weary face" 1
"black heart" "white heart" 5
"black heart" "white medium star" 3
"black heart" "wilted flower" 1
"black heart" "winking face" 1
"black heart" "yellow heart" 7
"black large square" "black medium-small square" 1
"black large square" trophy 1
"black medium-small square" "black large square" 1
"black medium-small square" eye 1
"black nib" butterfly 1
"black nib" "open book" 1
"black nib" paintbrush 1
"black nib" pencil 1
"black nib" "red heart" 2
"black nib" sparkles 1
"black small square" "cross mark" 6
"black small square" droplet 1
"black small square" "high voltage" 1
"black small square" "man artist" 3
"black small square" pushpin 2
"black small square" "shinto shrine" 3
"black small square" "smiling face with heart-eyes" 1
"black small square" sparkles 3
"black small square" t-shirt 2
"black small square" warning 1
"black square button" "white square button" 1
"blond-haired man" alien 1
"blond-haired man" "fox face" 1
"blond-haired man" "movie camera" 2
"blond-haired man" peach 1
"blond-haired woman medium-light skin tone" "red heart" 1
"blood type" "b button" 4
"blood type" "face screaming in fear" 1
"blood type" "hundred points" 1
"blood type" "regional indicator symbol letter s" 3
"blood type" "regional indicator symbol letter t" 3
"blood type" "smiling face with sunglasses" 1
blossom "black heart" 1
blossom butterfly 2
blossom "cherry blossom" 10
blossom "crescent moon" 2
blossom dizzy 2
blossom "four leaf clover" 1
blossom "fox face" 1
blossom guitar 1
blossom "heavy minus sign" 1
blossom herb 2
blossom hibiscus 2
blossom "kiss mark" 1
blossom "leaf fluttering in wind" 2
blossom "maple leaf" 3
blossom "peace symbol" 1
blossom "red heart" 1
blossom "revolving hearts" 1
blossom rosette 1
blossom "sun with face" 1
blossom sunflower 3
blossom "woman fairy" 2
"blue book" "chart increasing" 1
"blue book" "closed book" 2
"blue book" ledger 1
"blue circle" "black circle" 2
"blue circle" "clockwise vertical arrows" 1
"blue circle" "red circle" 4
"blue circle" "white circle" 1
"blue heart" "american football" 1
"blue heart" "artist palette" 6
"blue heart" "baby angel" 1
"blue heart" "backhand index pointing down" 1
"blue heart" "beaming face with smiling eyes" 1
"blue heart" "bear face" 2
"blue heart" "black heart" 10
"blue heart" bomb 1
"blue heart" butterfly 2
"blue heart" camera 1
"blue heart" "camera with flash" 1
"blue heart" carrot 2
"blue heart" "cherry blossom" 2
"blue heart" chipmunk 2
"blue heart" "clapping hands" 2
"blue heart" "clinking glasses" 1
"blue heart" copyright 2
"blue heart" "crescent moon" 1
"blue heart" "crossed swords" 2
"blue heart" crown 1
"blue heart" "crystal ball" 1
"blue heart" deer 1
"blue heart" "diamond with a dot" 1
"blue heart" "dog face" 2
"blue heart" "down-left arrow" 1
"blue heart" eggplant 2
"blue heart" "exploding head" 1
"blue heart" eye 3
"blue heart" eyes 1
"blue heart" "face with tears of joy" 5
"blue heart" "fallen leaf" 1
"blue heart" "folded hands" 1
"blue heart" "folded hands light skin tone" 2
"blue heart" "folded hands medium skin tone" 1
"blue heart" "full moon" 1
"blue heart" "gem stone" 1
"blue heart" ghost 1
"blue heart" "glowing star" 1
"blue heart" "graduation cap" 1
"blue heart" "green heart" 52
"blue heart" "grinning face with smiling eyes" 1
"blue heart" "growing heart" 9
"blue heart" "heart suit" 3
"blue heart" "heart with arrow" 1
"blue heart" "high voltage" 1
"blue heart" "hot face" 1
"blue heart" "hugging face" 1
"blue heart" "hundred points" 1
"blue heart" "kissing face with closed eyes" 1
"blue heart" "leaf fluttering in wind" 1
"blue heart" "left-facing fist light skin tone" 1
"blue heart" "loudly crying face" 2
"blue heart" melon 1
"blue heart" "men’s room" 2
"blue heart" "milky way" 2
"blue heart" minibus 1
"blue heart" "musical notes" 1
"blue heart" "nerd face" 1
"blue heart" "no one under eighteen" 1
"blue heart" "ok hand" 3
"blue heart" "orange heart" 12
"blue heart" "party popper" 1
"blue heart" pencil 2
"blue heart" "purple heart" 70
"blue heart" "rabbit face" 1
"blue heart" rainbow 3
"blue heart" "raised fist" 1
"blue heart" "raising hands" 2
"blue heart" "raising hands medium-light skin tone" 1
"blue heart" "red heart" 22
"blue heart" "regional indicator symbol letter i" 1
"blue heart" "regional indicator symbol letter t" 1
"blue heart" "regional indicator symbol letter u" 4
"blue heart" "repeat button" 5
"blue heart" "revolving hearts" 2
"blue heart" ring 1
"blue heart" sailboat 2
"blue heart" seedling 1
"blue heart" shark 1
"blue heart" "slightly smiling face" 1
"blue heart" "smiling face with heart-eyes" 6
"blue heart" "smiling face with horns" 1
"blue heart" "smiling face with smiling eyes" 3
"blue heart" "sneezing face" 1
"blue heart" snowflake 7
"blue heart" sparkles 15
"blue heart" "sparkling heart" 4
"blue heart" star-struck 1
"blue heart" strawberry 2
"blue heart" "sweat droplets" 3
"blue heart" syringe 1
"blue heart" "thumbs up" 2
"blue heart" "thumbs up light skin tone" 1
"blue heart" "two hearts" 4
"blue heart" "umbrella with rain drops" 1
"blue heart" volleyball 2
"blue heart" "vulcan salute" 1
"blue heart" "white heart" 1
"blue heart" "white medium star" 1
"blue heart" "writing hand" 2
"blue heart" "yellow heart" 20
boar deer 1
bomb cherries 1
bomb collision 3
bomb "face with tongue" 1
bomb firecracker 1
bomb "musical keyboard" 1
bomb "orange heart" 1
bomb "party popper" 1
bomb "raising hands medium-dark skin tone" 1
bone ogre 1
bone "red heart" 1
bone "thumbs up light skin tone" 1
bone "winking face with tongue" 1
books "artist palette" 5
books "backhand index pointing down" 1
books burrito 2
books calendar 1
books camera 1
books "christmas tree" 2
books "exploding head" 1
books honeybee 3
books "hot beverage" 1
books leopard 1
books link 2
books memo 1
books "money bag" 2
books "musical score" 2
books "nerd face" 1
books "open book" 2
books "party popper" 1
books pencil 1
books "red heart" 1
books "rugby football" 1
books "sleeping face" 1
books "smiling cat face with heart-eyes" 1
books "smiling face with heart-eyes" 1
books snake 1
books sparkles 1
books "world map" 1
"bottle with popping cork" "artist palette" 2
"bottle with popping cork" "birthday cake" 1
"bottle with popping cork" "clinking glasses" 3
"bottle with popping cork" "confetti ball" 1
"bottle with popping cork" "flexed biceps medium-dark skin tone" 1
"bottle with popping cork" "musical keyboard" 1
"bottle with popping cork" "party popper" 9
"bottle with popping cork" "partying face" 1
"bottle with popping cork" "red heart" 1
"bottle with popping cork" "smiling cat face with heart-eyes" 1
"bottle with popping cork" "sweat droplets" 1
"bottle with popping cork" "tropical drink" 1
"bottle with popping cork" "woman dancing medium-light skin tone" 1
bouquet "blue heart" 2
bouquet "cherry blossom" 3
bouquet "cityscape at dusk" 1
bouquet "clapping hands" 1
bouquet "cocktail glass" 1
bouquet "confetti ball" 1
bouquet dizzy 2
bouquet "growing heart" 1
bouquet "heart suit" 1
bouquet herb 1
bouquet hibiscus 2
bouquet "hundred points" 2
bouquet "maple leaf" 1
bouquet mushroom 1
bouquet "nerd face" 1
bouquet "palm tree" 1
bouquet "red heart" 2
bouquet rose 1
bouquet "smiling face with smiling eyes" 3
bouquet "smirking face" 2
bouquet sparkles 1
bouquet "sparkling heart" 1
bouquet "sun with face" 1
bouquet toolbox 2
bouquet "two hearts" 1
bouquet "woman bowing" 1
bouquet "woman dancing" 1
bouquet "writing hand" 1
"bow and arrow" ewe 1
"bow and arrow" ogre 1
"bow and arrow" "pleading face" 1
"bow and arrow" "skull and crossbones" 1
"bow and arrow" sparkles 1
"bowl with spoon" "purple heart" 1
bowling trophy 1
bowling "video game" 1
"boxing glove" basketball 1
"boxing glove" "dashing away" 1
"boxing glove" headphone 1
"boxing glove" "heart suit" 1
"boxing glove" "high voltage" 1
"boxing glove" "rabbit face" 2
boy "confetti ball" 1
boy "crescent moon" 1
boy "exploding head" 1
brain "artist palette" 1
brain bomb 1
brain crown 1
brain "exploding head" 1
brain "framed picture" 1
brain "hundred points" 1
brain jigsaw 1
brain "man artist" 1
brain "mobile phone" 2
brain "movie camera" 1
brain pistol 1
brain "soccer ball" 1
brain "speaking head" 1
brain "thought balloon" 1
brain "thumbs up" 1
brain tornado 1
bread "artist palette" 2
bread collision 1
bread "front-facing baby chick" 1
bread "red heart" 2
bread strawberry 1
brick "musical notes" 1
"bride with veil" "house with garden" 1
"bride with veil" "man in tuxedo" 1
"bride with veil" "smiling face with smiling eyes" 1
"bride with veil dark skin tone" ring 1
"bride with veil light skin tone" "cocktail glass" 1
"bride with veil medium-dark skin tone" "bride with veil dark skin tone" 1
"bride with veil medium-light skin tone" "man in tuxedo" 1
"bride with veil medium skin tone" "bride with veil medium-dark skin tone" 1
"bride with veil medium skin tone" "crystal ball" 1
"bridge at night" "busts in silhouette" 2
"bridge at night" cat 1
briefcase "office building" 2
briefcase "person gesturing no" 1
"bright button" "folded hands" 1
"bright button" "full moon face" 1
"bright button" "large orange diamond" 2
"bright button" "thinking face" 1
"broken heart" "black heart" 1
"broken heart" "confounded face" 1
"broken heart" "crying face" 1
"broken heart" "double exclamation mark" 1
"broken heart" fire 1
"broken heart" "folded hands" 1
"broken heart" "front-facing baby chick" 1
"broken heart" "gem stone" 1
"broken heart" "heart with ribbon" 5
"broken heart" "loudly crying face" 1
"broken heart" microphone 1
"broken heart" "person shrugging" 1
"broken heart" "pleading face" 1
"broken heart" "pregnant woman medium skin tone" 2
"broken heart" "raising hands" 1
"broken heart" "red heart" 1
"broken heart" "rolling on the floor laughing" 1
"broken heart" rose 1
"broken heart" "smiling face with heart-eyes" 1
"broken heart" "smiling face with smiling eyes" 1
"broken heart" "sparkling heart" 1
"broken heart" "sweat droplets" 1
"broken heart" "two hearts" 2
"broken heart" violin 1
"broken heart" warning 1
"broken heart" "weary face" 1
"broken heart" "woman shrugging medium skin tone" 1
broom jack-o-lantern 1
broom "woman mage" 2
"brown heart" "beating heart" 2
"brown heart" "white heart" 1
bug ant 1
bug butterfly 1
bug "deciduous tree" 1
bug scorpion 1
bug sparkles 1
burrito cookie 1
burrito "right arrow" 2
"bust in silhouette" "artist palette" 1
"bust in silhouette" "clockwise vertical arrows" 2
"bust in silhouette" "fallen leaf" 4
"bust in silhouette" microphone 1
"bust in silhouette" "sleepy face" 1
"bust in silhouette" "wavy dash" 1
"busts in silhouette" bird 1
"busts in silhouette" "tear-off calendar" 2
butterfly "black heart" 1
butterfly blossom 2
butterfly "blue heart" 2
butterfly bug 1
butterfly "cherry blossom" 1
butterfly crown 1
butterfly dango 1
butterfly dizzy 1
butterfly "fallen leaf" 1
butterfly fire 3
butterfly "glowing star" 2
butterfly "growing heart" 1
butterfly herb 5
butterfly honeybee 1
butterfly "index pointing up" 1
butterfly "kiss mark" 1
butterfly "kitchen knife" 1
butterfly "lady beetle" 1
butterfly "loudly crying face" 1
butterfly "man fairy" 1
butterfly "new moon" 1
butterfly peacock 1
butterfly "purple heart" 1
butterfly "rabbit face" 2
butterfly rainbow 2
butterfly sparkles 4
butterfly "sparkling heart" 1
butterfly sun 2
butterfly "sun behind rain cloud" 2
butterfly sunflower 7
butterfly "teacup without handle" 2
butterfly "teddy bear" 1
butterfly tulip 2
butterfly "two hearts" 2
butterfly "waving hand" 2
butterfly "woman artist" 1
cactus "deciduous tree" 1
cactus "desktop computer" 1
cactus fire 1
cactus "green heart" 1
cactus microphone 2
cactus skull 1
cactus snail 1
cactus sun 2
cactus sunflower 1
cactus "yellow heart" 2
calendar "bride with veil" 1
calendar "heavy dollar sign" 1
calendar "level slider" 1
calendar "right arrow" 1
calendar rose 1
calendar "round pushpin" 2
calendar "shopping cart" 1
"call me hand" "artist palette" 1
"call me hand" "folded hands" 1
"call me hand" rainbow 1
"call me hand" "raising hands" 1
"call me hand" "regional indicator symbol letter u" 1
"call me hand" "revolving hearts" 1
"call me hand" "smiling face with heart-eyes" 1
"call me hand" "smiling face with horns" 1
"call me hand" "smiling face with sunglasses" 1
"call me hand" sparkles 1
"call me hand" sunflower 1
"call me hand" "two hearts" 1
"call me hand light skin tone" "baby bottle" 2
"call me hand light skin tone" "hot beverage" 1
"call me hand light skin tone" "partying face" 1
"call me hand light skin tone" "pensive face" 1
"call me hand light skin tone" "sparkling heart" 1
"call me hand medium-dark skin tone" "cross mark" 1
"call me hand medium-dark skin tone" "hundred points" 1
"call me hand medium-dark skin tone" "raised fist medium-dark skin tone" 1
"call me hand medium-light skin tone" "artist palette" 1
"call me hand medium-light skin tone" "blue heart" 1
"call me hand medium-light skin tone" hibiscus 1
"call me hand medium-light skin tone" "orange heart" 1
"call me hand medium skin tone" fire 1
